URL,Title,Address,Description,Compensation,Employment Type 
https://newyork.craigslist.org/que/egr/d/west-babylon-construction-project/6765544706.html,Construction Project Management,Hauppague,"
        
We are an entrepreneurial, growing general contractor specializing in commercial build outs in the 5 Boroughs Nassau, and Western Suffolk. Our clients include detailed oriented organizations.
We are currently looking for a construction project manager with a minimum of 4 years experience . 
Candidates must display positive character, including the ability to adapt to changing work scopes and a talent for team building and skills to problem solve. The responsibilities would include over site, budgeting, estimating, plan breakout, etc.
Prepare progress reports and scheduling review.
    ",salary commensurate with experience and knowledge,full-time
https://newyork.craigslist.org/wch/egr/d/white-plains-civil-engineer-computer/6766062946.html,Civil Engineer Computer Estimator Site Work/Heavy Construction,,"
        
Civil Engineer Estimator for site work needed with minimum 1 to 3 years of experience in Sitework/Roadwork estimating (earthwork, paving, utilities, concrete, bridges, demolition, piles,underpinning)

GREAT opportunity for someone with limited Construction experience BUT with STRONG computer skills

Work for an well-established professional Contractor serving the TriState area.
Must have experience in and a strong command of Quantity take-offs, soliciting bids from subcontractors and suppliers, 
Preferred software Proficiency: Trimble HCE, HCSS, Agtek, OnScreen and AutoCad
Provide overall estimating for civil aspects of medium to large construction projects.

 Duties and Responsibilities: 
*Take off and price: excavation (large mass earth/rock excavation & cut to fill operations), site utilities, demolition, piles, paving, earth retention, hardscape, landscaping and other site development related work. 
*Prepare scopes of work, solicit bids and evaluate pricing for all subcontractors
*Coordinate scopes with estimators scoping other trades to insure no missing scope or overlap. 
*Evaluate Project Documents for constructability and value engineering issues 
*Review project geotechnical reports. Make recommendations regarding material suitability for fill or backfill, rock quality and quantities
*Evaluate and make recommendations for alternative building foundation solutions. 
*Participate in design development meetings and decisions on Design Build and Design Assist projects to ensure design of civil work provides best value to the project. 
*Develop and maintain subcontractor relations to ensure the client is viewed as a favored contractor by subcontractors. 
*Work on multiple projects and with multiple supervisors at once. 
*Prepare and present complete bid proposals to principals and to clients.  
Actively involve yourself with engineers and architects to develop value engineering benefits

Excellent opportunity for long term employment.  Your future and success will be a direct result of your own efforts and skills.    ",Compensation based on skill level and experience,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-construction-inspector/6766209734.html,Construction Inspector (Transportation),Brooklyn,"
        
Tectonic is currently seeking a full-time Construction Inspector with NYC public agency experience and/or sidewalk experience to work on an upcoming project in the Brooklyn, NY area. 
 
ESSENTIAL FUNCTIONS

•	Performs construction inspection on projects, which may involve highways, bridges, street and structural work, including elements such as: sewers, catch basins and connections, drainage, water mains, utilities, curbs, sidewalks, roadways, mill and fill, structural steel and concrete, pile driving, railroads, traffic and street lights, street appurtenances, and associated work;
•	Monitor contractor's daily activities and uses applicable field testing and inspection procedures and equipment to perform required field testing; this requires the inspector to measure quantities, draw sketches related to pipe installation, catch basin (by hand or computer software), and other related methods;
•	Preparation of daily field reports, including communication of deficiencies observed in the field to project managers, contractors, and/or client representatives;
•	Interpretation of drawings and documents, including work orders and build documents;
•	Follows project safety protocol;
•	All related duties as required to ensure the successful completion of assigned projects.
 
QUALIFICATIONS

•	Candidates must possess at least one of the following AND a High School Diploma/equivalent:
              o	BS Degree in Civil Engineering or equivalent;
              o	NICET Level II or Higher;
•	Minimum of 1 year of relevant work experience; experience with public agencies or sidewalk project experience is strongly preferred;
•	Basic understanding and ability to interpret written specifications, plans, and construction documents for work orders and build documents;
•	Ability to effectively communicate with clients, supervisors, and inspectors regarding specifications and qualification test results;
•	Detail-oriented, with capability to detect non-conformities during testing procedures and complete detailed reports within a timely manner;
•	A valid, clean driver's license and personal vehicle to travel to job sites is preferred.

COMPETITIVE SALARY & BENEFITS PACKAGE

In addition to providing competitive salaries, Tectonic offers a wide range of benefit options, including:

•	Comprehensive group medical insurance, including health, dental, vision and life
•	Opportunities for professional growth and advancement
•	Tuition reimbursement
•	Paid time off, including vacation, sick and personal
•	Company-observed paid holidays
•	Short and long-term disability coverage
•	Flexible spending accounts for medical expenses and dependent care
•	Commuter benefit plan for public transportation costs
•	401K retirement and profit sharing plan.

We are an equal opportunity/affirmative action employer, and highly encourage resumes from all interested parties including women, minorities, veterans and persons with disabilities. All qualified applicants will be afforded equal employment opportunities without discrimination on the basis of race, creed, color, national origin, sex, age, disability, marital status, or any other protected class.

Tectonic participates in the USCIS E-Verify Program to verify that all new hires are authorized to work in the United States.

To Review & Apply: 


    ",DOE,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-junior-architect-site/6766364108.html,Junior Architect / Site Surveyor,Midtown East,"
        
About this role:

Manhattan based architectural/planning firm with over fifty years of design experience is looking for a young architecture professional to start immediately.

Key responsibilities

Digital site surveying using data-interpreting software.
Working with the team to produce CDs. 
Skills and Experience

Bachelor's or Master's degree in Architecture or related field.
Great communication skills.
Strong design skills.
Technical knowledge and experience in CD production.
Knowledge of Autocad is a plus.
This is a fantastic 3-4 month contract opportunity to join and established New York design firm.  Potential for permanent employment.

This is a great opportunity for a recent graduate!

Ref.: #44669/BPB

Bespoke Careers is acting as an Employment Agency in relation to this vacancy and is an Equal Opportunities Employer. By applying to this role you agree to our Privacy Policy -     ","$15.00-$20.00 per hour, depending on experience",contract
https://newyork.craigslist.org/mnh/egr/d/brooklyn-marketing-coordinator/6765933473.html,Marketing Coordinator,Midtown West,"
        
Goshow Architects seeks a Marketing Coordinator to join our team in New York City. 

Does the practice of architecture excite you? Do you thrive on creative collaboration, helping your co-workers and clients to achieve their best? Are you looking to have an impact on a team of smart, talented, and super fun people? If so, we want to meet you! 

Our Marketing Coordinator will work closely with our management team, including the firm partners, associates, and senior project managers to achieve marketing, sales, and PR goals. The marketing workload is often completed under deadline, in a fast-paced environment where both short-term and long-term projects and the opportunity to grow with the firm are regularly available.

ESSENTIAL FUNCTIONS:

•	Maintain events calendar and coordinate attendance with senior staff
•	Assist with event follow-up and outreach
•	Assist with maintenance of business registrations and profiles
•	Generate social media content in support of Social Media Plan
•	Assist with preparation of qualification packages, proposals, and additional marketing materials generated in the pursuit of new work
•	Assist senior staff in new and existing client outreach
•	Maintain image & graphic library
•	Assist senior staff in identifying speaking engagements, awards programs and other PR functions and assist in preparation of materials (i.e. presentations, abstracts, press releases)
•	Provide support to Partners and Associates in marketing, sales and customer service
•	Assist in collecting contractual and marketing information from consultant firms

DESIRED SKILLS:

•	Interest in design industry, and willingness to learn basic knowledge of the profession of architecture
•	Responsive to deadlines and comfortable in a fast-paced environment
•	Strong writing and editing skills
•	Strong organizational and planning skills
•	Ability to prioritize and balance short-term and long-term projects
•	Confidence in your quality of work, the strength of your ideas, and your professional goals 

DESIRED EXPERIENCE:

•	Bachelor's Degree in Marketing, Communications, Journalism, English, or related preferred.
•	Strong knowledge and experience with the following software is REQUIRED: Adobe Creative Suite, (InDesign, Illustrator and Photoshop), Microsoft Office Suite, including PowerPoint. NOTE: We are a PC-based environment.
•	Minimum of 2-3 years of marketing and/or graphic design experience in a professional environment (A/E/C industry preferred).
•	Commitment to continuing education in order to improve technical knowledge and skills through outside and in-house programs, seminars, training sessions, site visits, trade periodicals, and other resources.

OUR CORE VALUES:

Goshow Architects is made up of a team of people who are passionate self-starters with a strong sense of integrity. We are committed to solving problems and thrive on working collaboratively as a team. Our team embodies these values and our practice exhibits them each and every day.

Goshow Architects is a New York based architectural firm founded on the principle that architects have a social responsibility to design healthy and sustainable environments to work, learn, and live in. 

**Local candidates within the NYC metro and surrounding region only**

To apply, reply to this ad with your cover letter and resume. Please put MARKETING COORDINATOR in the subject line.    ",Commensurate with Experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-product-engineering/6766524189.html,Product Engineering/ Design (Experience with Plumbing Fixtures),SoHo,"
        
Product Engineering and Design Position

Prestigious custom manufacturing and design company seeks an enthusiastic and motivated individual for a position within our design and engineering department.

We are a well-established and rapidly growing luxury goods company with a 50,000 square foot manufacturing facility. We have showrooms located in New York, Los Angeles, Chicago, Connecticut and London.
Our product is American-made and designed and manufactured in-house at our state-of-the-art factory using the latest computer controlled machining as well as casting and hand-finishing techniques.

The responsibilities of this role include:
- Design new products, and modify existing product designs.  This requires reviewing mechanical function, strength, and aesthetic design of all products 
- Prepare product based technical drawings
- Communicate with the sales and project management team to design custom products that meet clients' aesthetic needs and fit their site conditions
- Coordinate with the production team regarding manufacturing methods 
- Maintain product catalog and ensure that all designs and manufacturing methods are up to date
- Visit job sites to measure existing conditions or troubleshoot installation questions 
- Review client supplied shop drawings
- Maintain 3D printer and print models as needed 

The ideal candidate will have:
- An understanding of manufacturing processes including: milling, turning, casting, forging, waterjet
- Experience with 2D and 3D CAD software (SolidWorks preferred)
- An understanding of GD&T practices
- Strong organization and prioritization skills
- Strong logic and critical thinking skills
- Hands on experience with product, design, assembly and testing
- Ability to multi-task
- Ability to effectively communicate with employees at all levels of the company
- Experience working with shop equipment is a plus
- Experience designing faucets, shower trim, and plumbing fixtures is a plus 

This is a great opportunity for an ambitious individual interested in working in a professional environment. 
Please apply with a resume, portfolio and/or images of your CAD work, salary requirements, and include two references.

This is a full time position.

    ",Salaried,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-construction-project-manager/6766737034.html,Construction Project Manager,Brooklyn,"
        

Prepare complete and detailed scopes of work for construction trades.
Perform quantity take-offs with accuracy and completeness.
Solicit budgets and bids from subcontractors and suppliers in a timely fashion
Resolves cost discrepancies by collecting and analyzing information.
Prepares special reports by collecting, analyzing, and summarizing information and trends.
Monitor project costs and schedule
Monitor site supers and attend meetings

At least 4 years industry experience minimum

Please email resume with expected salary

Also looking for Estimators and Assistant Project managers/site supers    ",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-plumbing-fire-protection/6766889230.html,PLUMBING/FIRE PROTECTION DESIGN ENGINEER,Midtown,"
        
PLUMBING/FIRE PROTECTION DESIGN ENGINEER
with BSME and 5-20 + years experience with residential,
commercial or healthcare projects.
Permanent. Full time. Excellent benefits.

HANK DEVITO

TEL: 718-449-5745
EMAIL: HANK11214@HOTMAIL.COM    ","$80,000- 140,000",full-time
https://newyork.craigslist.org/mnh/egr/d/staten-island-architectural-draftperson/6766969059.html,Architectural Draftperson & Assistant,Chinatown / Lit Italy,"
        
A growing architectural firm specializing in residential and retail projects seeks employees to start immediately.   Candidate will work on all phases of project and have a desire to learn and contribute to our team in a fast paced collaborative environment.  Candidate needs to be responsible, efficient, detailed oriented and self-motivated individual that will grow with our firm.   Candidate should possess great communication skills and professionalism.  This is a full time/long term position.  He/she should work as part of a team to multi-task commercial and residential renovation project involved with Building & Zoning Codes
 -  Must possess accurate self-awareness of your production time and hours needed to complete a scope of work.
-  Must have extensive experience of Autodesk AutoCAD and Microsoft Office.
-  Must have proven experience working as a Draftsperson in architecture, entry level skill may apply with training.  
Please do not apply if you will be returning back to school.
    ",Compensation based upon experience,full-time
https://newyork.craigslist.org/que/egr/d/junior-architect/6766479554.html,JUNIOR ARCHITECT,NEW YORK,"
        
New York Architectural firm Seeking to fill positions for Full-time Junior Architect. Work directly under licensed professional.   

We seek motivated, bright, and responsible individuals with:
• Strong communications skills
• Working towards or possess a bachelor and/or master degree in Architecture
• Detail oriented and organized
• Ability to work independently
• Willing to learn
• Skilled in Collaboration and able to take Direction from the Team

Software Requirements: 
• AutoCAD a must
• Sketchup
• Microsoft Office
• Photoshop


Please send your resume, examples of your work and cover letter with salary requirements.    ",Based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-construction-estimating/6767286210.html,Construction Estimating Admin/Jr. Estimator,Midtown West,"
        
Midsize General Contracting Company seeking an entry level ESTIMATOR to assist two chief estimators in the Estimating department. You will assist in scanning, filling, sending and following up on plans, creating spreadsheets to track all transmittals and RFIs/RFPs, and other various administrative duties. Clear communication is of utmost importance.  Daily interaction with Subcontractors and Architect on the phone and via email.

Must have excellent communication skills and good knowledge of Excel (w/ Formulas)

Must have construction/subcontractor estimation background. Able to read drawings a PLUS (but can be trained)

This position is full time and looking to start immediately.  

Entry level (0-3 years) experience

Please send resume and salary requirement.

Entry level (0-3 years) experience

Please send resume and salary requirement.
    ",BOE,full-time
https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-project/6767376189.html,Facade / Building Envelope Project Architect,TriBeCa,"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a project architect with 5+ years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs. 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",Commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-structural/6767377934.html,Facade / Building Envelope Structural Project Engineer,TriBeCa,"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a  structural project engineer with 5+ years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs. 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",Commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/elmont-aci-technician/6767476083.html,ACI Technician,"NY, NY","
        
No relocation assistance provided

Job Description:

JOADEM Corporation is seeking for Construction Field Inspectors to be part of our team working in the commercial and residential Construction Industry.

Requirements for Construction Field Inspectors:

 - ACI Certified Field Technician certification is a minimum requirement.
 - Candidates for ACI/ICC Special Inspector position must be familiar with the New York City Building Code
 - Ideal candidates for ACI / ICC Special Inspector position must hold other certifications from ACI, ICC, and/or AWS including: ACI Concrete Field Testing Technician - Grade 1, ACI Concrete Construction Special Inspector, ICC Commercial Mechanical Inspector, ICC Commercial Energy Inspector, ICC Prestressed Concrete Special Inspector, ICC Structural Masonry Special Inspector, ICC Spray-applied Fireproofing Special Inspector, ICC Structural Steel and Bolting Special Inspector, ICC Structural Welding Special Inspector, ICC Soils Special Inspector, ICC Reinforced Concrete Special Inspector.
 - Technical, Associate's, or Bachelor's Degree pertaining to the Engineering field (Civil, Mechanical, Environmental, etc.) a plus.
 - Working knowledge of the principles and terminology in the Construction Inspection Industry.
 - Prior work experience in the Construction Inspection Industry (with references) required.

Qualifications for Construction Field Inspectors:

 - Must be proficient in Microsoft Word, Excel, and Outlook.
 - Excellent communication skills required.
 - Reliable means of transportation necessary.
 - Must be a team player and work well with others.
 - Willingness to obtain new certifications a must!

We offer a competitive salary and benefits package, including healthcare benefits and paid time off. 

Interested candidates, please forward resume with salary requirements.

JOADEM Corporation is proud to be an equal opportunity employer.

Job Type: Full-time

Location:

    New York, NY (Required)    ","We offer a competitive salary and benefits package, including healthcare benefits and paid time off.",full-time
https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-architect/6767379367.html,Facade / Building Envelope Architect,TriBeCa,"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking an  
architect with 2 to 5 years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs. 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",Commensurate with experience,full-time
https://newyork.craigslist.org/que/egr/d/bayside-architect-senior-intermediate/6768171542.html,ARCHITECT Senior/ Intermediate,QUEENS,"
        
Min. proven 3 year architectural drawing experience 
using autocad and understanding NYC zoning regulation/ bldg code, 
needs to prepare bldg permit applications and other required forms.

Licensed Professional preferred,
Legal documents for employment in US.
BA/BS in Architecture required.

English Communication skill req'd.
Full time only.    ",based on experience/knowledge,full-time
https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-structural/6767381575.html,Facade / Building Envelope Structural Engineer,TriBeCa,"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a structural engineer with 2 to 5 years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs. 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",Commensurate with experience,full-time
https://newyork.craigslist.org/que/egr/d/elmont-civil-engineer/6767469906.html,Civil Engineer,"NY, NY","
        
No relocation assistance provided

Job Description:

JOADEM Corporation is seeking for a Civil Engineer to be part of our team working in the commercial and residential Construction Industry.

Requirements for Civil Engineer Inspector:

 - ACI Certified Field Technician certification or willing to obtain it
 - Bachelor's Degree pertaining to the Civil Engineering field 
 - Working knowledge of the principles and terminology in the Construction Inspection Industry.
 - Prior work experience in the Construction Inspection Industry (with references) a plus.

Qualifications for Civil Engineer Inspector:

 - Must be proficient in Microsoft Word, Excel, and Outlook.
 - Excellent communication skills required.
 - Reliable means of transportation a plus.
 - Must be a team player and work well with others.
 - Willingness to obtain new certifications a must!

We offer a competitive salary and benefits package, including healthcare benefits and paid time off.

Interested candidates, please forward resume with salary requirements.

JOADEM Corporation is proud to be an equal opportunity employer.

Job Type: Full-time

Location:

    New York, NY (Required)    ","We offer a competitive salary and benefits package, including healthcare benefits and paid time off.",full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-interior-designer/6768011555.html,"Interior Designer Available for Architects, Designers and Developers",,"
        
Architect and Interior Designer Collaboration
*
Freelance Interior Designer with over two decades of professional experience available to work in your office or off-site, assisting designers, architects and developers with shopping, sourcing and other design needs, based on project protocol. The following list of services and disciplines can add significant value to your firm.
My process is respectful and honors the architectural culture, language and process, with a commitment to design excellence.
*
Offering:
•	Fabric, furniture and finishes program with specifications, procurement and scheduling
•	Knowledge and access from established relationships within the interiors industry
•	Sourcing and vetting materials, artisans and bespoke detailing
•	Design and augmentation of color palettes
•	Visual research and precedent development 
•	Communication of FFE-related information to architecture team for integration into drawing 
•	Actively attends design fairs domestic and international design fairs

Feel free to reach out to discuss a possible collaboration or assistance on small or large scale projects.
    ",TBD,contract
https://newyork.craigslist.org/mnh/egr/d/new-york-city-project-architect/6770938515.html,Project Architect,NEW YORK,"
        
Small growing firm is seeking an Architect experienced with NYC projects, codes, zoning, DOB procedures as well as experience ability to produce filing and construction documents, supervision of drafting staff if necessary and contract administration services.

We're looking for an individual who is project oriented and motivated to being an architect and a team member.   

Primary office software includes: Autocad, MS Office, SketchUp, Adobe Suite, etc.)

Must be fluent in english and be able to communicate verbally and in written form with clients if necessary.  

Please submit the following

   Resume with contact information
   Professional status (licensed? exam status? goals?)
   Portfolio or samples of your work
   Availability to start work (immediate availability is possible)
   Availability for interview
   Legal work status
   Compensation goals / requirements

We look forward to reviewing your information and will contact you.  Please be prepared to provide us with references at your interview.
    ",Compensation will be based by experience & qualifications -,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-hiring-architectural-designer/6770993739.html,"Hiring Architectural Designer, Sculptors, Clay Modelers",Brooklyn,"
        
Immediate employment opportunities within Industry City,  Sunset Park -Brooklyn. For consideration, please follow the application prompts. 


ARCHITECTURAL DESIGNER REVIT

If you feel this is the perfect fit for what you are looking for, please email 3 items below to: industrycityjobs@gmail.com  

1. Resume in PDF format
2. Relevant construction document samples in PDF format 
3. Compensation requirements.

The successful candidate will be responsible to carry out projects from beginning to end; coordinate with consultants and client for changes and prepare zoning/ building code analysis and construction documents, with occasional site visits, supervisions and survey to assemble as-built drawings. Most of our work is doing new buildings from the ground up but also some small interior renovations.

Qualifications:

*Minimum three years of full-time work experience doing NYC zoning and building code analysis.
Proficiency in REVIT required
Knowledge of NYC building codes and construction standards required
Knowledge of NYC zoning code a must Bachelor's Degree in Architecture Initiative, positive attitude and team player
Must be a resident of the greater NYC area Must be Authorized to work in the United States

What do we offer:

-You will have exposure to a variety of projects: high-end residential, commercial, offices, etc. and will be involved in all parts of the process from beginning to end.
-Occasionally site visits and hands-on every step of the projects
-Competitive salary based on experience.
-AXP hours
-Monthly Metrocard
**Friendly work environment!


SENIOR LEVEL FIGURE SCULPTOR / CLAY MODELER

If you feel this is the perfect fit for what you are looking for, please email resume to industrycityjobs@gmail.com  

As a senior level sculptor you will be part of a production team of highly trained & experienced sculptors, who will work on a variety of projects for public & private clients around the country. You will work closely with our head sculptor.

As much of the work is historical in nature photographs will be the main source of visual reference. We are looking for people who like a collegial working environment, where all work is collaborative. We are looking for several people who can expertly sculpt ""life- sized and larger works"" from the ground up - with demonstrable ability in developing a pose, with careful attention to anatomy, and an ability to sculpt drapery - most of our sculptures are dressed in period clothing (check out the website to see examples of work).

Requirements: 

Classical sculpting skills with experience in this area
All applicants must be able to handle a wide variety of materials but as we're really after clay modelers just now, clay should be your thing. Realism should be your thing - we're visual story tellers who just happen to do it in 3D. If you can sculpt beautiful portraits in a classical tradition we'd also like to know about your work.
Live in NYC/Brooklyn
Must show proof of eligibility to legally work in the United States 


Thank you, we look forward to receiving your  candidacy.
    ",Commensurate with experience,full-time
