URL,Title,Address,Description,Compensation,Employment Type 
https://boulder.craigslist.org/egr/d/longmont-field-technician/6785466264.html,Field Technician,,"
        
OneRain Incorporated - Job Description

Title:		Field Technician
Reports to:	Manager, Field Engineering
Location:	Longmont, Colorado
Job Type: 	Full-time
Salary:	        Commensurate with experience

OneRain measures rainfall and its consequences for agencies with critical missions.  Our mission is to provide industry-leading solutions that empower our clients to perform their critical missions.  OneRain's vertical involvement in water measurement, from gauges through remote sensing and storm analysis, enables us to collect and distribute the best real-time and historical hydrometeorological data available.

Job Summary
Maintain, monitor, integrate, install, troubleshoot and repair Hydrologic Early Warning Systems including ALERT, ALERT2™, satellite, IP,  and other real-time telemetered gauges.  

Duties and Responsibilities:  
	Maintain, monitor and repair EWS (Early Warning Systems). 
	Install or rehab vendor-specific EWS systems, applying relevant protocols and options.  
	Design and construct custom configurations appropriate for unique hydrologic/ geomorphic site limitations.  
	Analyze consistency, completeness and accuracy of collected data to ensure system reliability.  
	Perform out of state installations and maintenance requiring extended travel time. 
	Troubleshoot various systems via onsite field work or customer phone support.

Knowledge, Skills and Abilities:
	Operation and proper use of hand and machine tools.  
	Operation and proper use of digital multi-meters and other electrical diagnostic tools.
	Knowledge of DC circuits and basic circuitry analysis calculations.  
	Familiarity with use of a soldering iron. 
	Construction skills, included masonry, trenching, conduit, and structure erection.  
	Familiarity with Microsoft® Windows® and the following computer software: Excel, Word, and other 
        software from various vendors.
	Attention to quality and must be detail-oriented. 
	Ability to troubleshoot problems (in less than perfect environmental conditions) related to RF, electronics, 
        poor hardware configurations, telemetry, and various meteorological sensors.

Credentials and Experience:
	Associates Degree, preferably in some physical science, engineering, hydrology or equivalent previous work 
        experience. 
	Understanding of hydrological and meteorological engineering principles. 
	Basic knowledge of electronics.
	Good to excellent physical condition. 
	Good driving skills and driving record. Insurable driver with valid driver's license.

If you are interested in applying for this position at OneRain, please e-mail, or mail your covering letter and résumé using the information provided below. When submitting your résumé, please reference the job title as it is described here. No phone calls or faxes please.

E-mail
resumes@onerain.com

Mail
Attn: Human Resources
OneRain Incorporated
1531 Skyway Drive, Unit D
Longmont, CO 80504

Equal Opportunity Employer
OneRain Incorporated is an Equal Opportunity Employer. It is the policy of OneRain Incorporated to provide a fair and equal employment opportunity to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. OneRain's commitment to equal opportunity is applied through every aspect of the employment relationship, including, but not limited to, recruitment, selection, placement, training, compensation, promotion, transfer, termination, and all other matters of employment.

    ",Salary Range - Commensurate with experience,full-time
https://boulder.craigslist.org/egr/d/longmont-civil-engineer-wanted/6776544008.html,CIVIL ENGINEER WANTED,,"
        
We are looking for a Civil engineer with 3-6 years experience in utility design, street design, drainage design and Civil 3D experience.  We are a growing company and are looking for honest workers to add to our team.

Benefits include paid vacation, health, dental, simple IRA company matching (up to 3%).

Please reply with interest.
    ",depends on experience,full-time
https://boulder.craigslist.org/egr/d/erie-seeking-landscape-architect-or/6776218417.html,Seeking Landscape Architect or Associate Designer,,"
        
Outdoor Craftsmen is recognized as the premiere full-service design/build company for upscale residential properties in the Boulder county region. We are committed to the highest quality workmanship; we engage in our work with enthusiasm and integrity; we pride ourselves in our positive culture and drug-free workplace. 

We are activity recruiting creative professionals to help us design the most unique outdoor living spaces in the state. We believe that by educating and mentoring our employees, their success will lead to our success.  On the job training will be provided, however, the following skills are required:

Required Qualifications
•	AutoCAD: proficient to advanced.  AutoCAD is our primary drafting software and is utilized on a daily basis by our team.  
•	SketchUp: the ability to proficiently produce rendering for our clients is a critical skill.  In addition to hand-drawing, the ability to use SketchUp will be considered a big plus. 
•	Horticultural Knowledge 
•	Design Skills: we are seeking individuals who pride themselves on their own creativity and view themselves as artists.  The ability to design in a way that takes our client's needs into account is a must.  
•	Minimum Education: Bachelor's degree in landscape horticulture or landscape architecture 
Preferred Qualifications
•	Supervisory experience in landscape construction
•	Basic understanding of cost estimating
•	Basic understanding of surveying
•	Client relations experience
•	Clean driving record

To apply, please submit your resume and portfolio via email, fax, mail or drop it off at our office.
    ",Compensation is based on experience.,full-time
https://denver.craigslist.org/egr/d/arvada-civil-engineer-iii/6767210499.html,Civil Engineer III,Arvada,"
        
SALARY:	$6,098.66 - $8,338.98 Monthly 

OPENING DATE:	12/07/18
CLOSING DATE:	12/28/18 11:59 PM

POSITION PURPOSE:
Responsible for the design and contract administration of routine to complex projects related to the city's infrastructure.  Responsible for the review and monitoring of complex privately constructed improvements within the public right-of-way and easements.  

 
JOB FUNCTIONS / SCOPE OF AUTHORITY:
ESSENTIAL JOB FUNCTIONS

Prepares and/or develops plans for complex engineering projects and programs involving coordination with other departments and/or outside organizations.

Prepares requests for proposals, environmental studies, right-of-way acquisitions, and design of infrastructure projects.

Prepares routine to complex public infrastructure project bids and construction contracts.

Administers routine to complex contracts, which may include preparation of progress payments, negotiation of change orders, resolving contract payment disputes, and ensuring compliance with provisions in the contract.

Reviews engineering plans submitted by others; recommends changes for reasonableness to conform with existing infrastructure, or in conformance to the city's Engineering Code of Standards and Specifications for the Design and Construction of Public Improvements.

Enforces the City's Engineering Code of Standards and Specifications for the Design and Construction of Public Improvements.

Reviews and coordinates programs and projects with governmental agencies, districts, landowners, contractors, and consultants.

Oversees or performs negotiation of acquisition of right of way from property owners.

Prepares budgets and reports on capital improvement / maintenance projects for public works programs.

Proposes updates to the Engineering Code of Standards and Specifications for the Design and Construction of Public Improvements.

Communicates and interacts with a variety of interests including but not limited to: elected officials, government and quasi-government representatives, districts, landholders, developers, citizens and others as needed to perform the duties and functions of the civil engineer III position.

Develops specific project budget, oversees expenditures of the project funds.

Analyzes alternative solutions to projects to determine the most adequate and cost effective solution.

May assist with training and give guidance to lower level engineers and technical staff.

Demonstrates a respectful attitude towards customers and coworkers that promotes teamwork, open communication, and effective customer service.

Acts with the customer in mind, responds to requests promptly and provides effective services or solutions for customers.

Exercises appropriate level of initiative and judgment to make decisions within the scope of assigned authority.

 
ESSENTIAL KNOWLEDGE, SKILLS AND ABILITIES

Solid knowledge of principles and practices of engineering, including standards, policies, and technical issues.

Solid knowledge of public works practices and procedures, planning, and administration.

Solid experience in preparing and negotiating contractor and vendor contracts.

Knowledge and ability to apply originality and judgment in the evaluation, selection, and adaptation of standard engineering techniques.

Ability to effectively communicate information, both verbally and in writing, to support organizational objectives and interact with all levels of personnel within the city in a positive and cooperative manner.

Ability to negotiate the acquisition of right-of-way from property owners.

Ability to prioritize multiple and changing work requests while meeting the many needs of the customers/users.

Ability to exercise sound initiative and judgment as well as make decisions within the scope of assigned authority.

 
OTHER FUNCTIONS:

Represents division on various city committees and outside organizations.

Other duties as required.

 
--Employees are held accountable for all duties of this job--

 
SCOPE OF AUTHORITY:

Receives general supervision from a senior civil engineer and may receive guidance, training and direction from a civil engineer IV. Plans own work and may assist with planning the work of others to meet defined work plans and objectives.   Some of the time precedents and/or procedures exist. Expected to handle different and specialized situations. May originate and develop complex ideas based on organizational policy, codes, ordinances, goals and/or objectives. Adheres to procedures set forth in the City of Arvada codes and ordinances, and department and division policies and procedures.

 
Financial Accountability:

Makes recommendations to supervisor for project budget allocations.  Responsible for making decisions that affect the allocations of money for projects, varying from $50,000 to over $10 million.  Approves expenditures up to $5,000. Monitors the use of purchase cards.

 
WORKING ENVIRONMENT / QUALIFICATIONS:
WORKING ENVIRONMENT/PHYSICAL ACTIVITIES:

The work environment/physical activities described here are representative of those an employee encounters while performing the essential functions of the job.

Work is primarily performed in an office environment with low noise levels. Physical effort and activities include: No physical effort above and beyond what is normally required for work primarily performed in an office environment.  More than ten times a month, visits may be made to construction sites which may have large construction equipment, loud noise, pipeline trenches, and possible heavy truck and vehicle traffic.

 
MINIMUM REQUIRED QUALIFICATIONS (EDUCATION, LICENSE, TRAINING AND EXPERIENCE):

 Bachelor's Degree in Civil Engineering or related field and four (4) years of experience in civil engineering or related field.   Professional Engineering License required with ability to obtain Colorado PE License within 6 months). Must possess a valid driver's license (with ability to obtain a Colorado license within 6 months of employment).

VISION MISSION VALUES:
The City's Core values are in every employee's individual Performance Plan which helps us to reinforce our expectations for living and working by our Core Values. 

Every City employee is expected to perform his/her job to the highest professional standards.  This includes upholding the City's values with integrity and accountability, acting in a manner that is respectful and inclusive towards others, and adhering to the City's policy on employee conduct as detailed in the personnel rules sec. 70-143. 

Vision: We Dream Big and Deliver
Mission:  We are dedicated to delivering superior services to enhance the lives of everyone in our community.
Values: 
Innovation: We excel in creativity, flexibility and the use of best practices while valuing diverse backgrounds, ideas and perspectives. 
Passion: We are a high performing, inclusive team inspiring each other to pursue excellence.
Opportunity: We value our diversity, embrace possibilities, face challenges, persevere and take action to deliver quality results.


 

APPLICATIONS MAY BE FILED ONLINE AT: 


8101 Ralston Road
Arvada, CO 80002

Civil Engineer III Supplemental Questionnaire
 
*	1.	Do you possess a minimum of a Bachelor's Degree in Civil Engineering or related field?

*	2.	Do you possess a minimum of four (4) years experience in civil engineering or related field?

*	3.	Do you hold a Professional Engineering License?

*	4.	Do you have a valid driver's license?

 	5.	Please list any other certifications you may possess (i.e. CFM, ect.)


* Required Question    ",See Job Description,full-time
https://boulder.craigslist.org/egr/d/longmont-process-engineer/6785490661.html,R & D Process Engineer,,"
        
RASIRC is a high growth company with award winning patented products that purify and deliver ultra pure liquids and gases for the semiconductor and related markets. Our team of industry experts has a proven track record of beating larger competitors to market by efficiently delivering state of the art technology that reduces cost, improves quality, and dramatically improves safety.  In addition to the challenge and excitement of working where your contributions make a difference RASIRC offers competitive salary and benefits. 

Overview:
This position would entail the following: design, conduct and supervise applicable bench-top experiments to define a process, assist in scale-up from proof-of-concept to prototype or product, produce documentation to move the newly developed processes into production, establish product or chemical metrology to verify required specifications are met, assist in producing product and the supervision of the process.

Essential Functions:
•	Ability to run self-directed projects, manage timelines, transfer technology and execute projects in an R&D environment.
•	Design and hands-on execution of laboratory experiments to demonstrate commercial process feasibility and to establish essential chemistry/engineering parameters.
•	Development of safe and cost-effective process concepts for chemical and manufacturing processes.
•	Develop basic data, define operating conditions and critical limits, and establish safety and quality parameters for the commercial process through scale up.
•	Development of the methodology to ensure products meet requirements.
•	Assess the processing characteristics of new materials/formulations and develop solutions to mitigate risk.
•	Troubleshoot issues encountered during scale-up of technology transfer of processes.
•	Effective documentation and transfer of technology.
•	Lead or contribute to root-cause analysis experiments and present findings to project teams.
•	Participation in the pre-campaign planning and start-up of commercial operations. 
•	Assist in producing and testing product.
•	Supervise technicians for production and R&D experiments.

Education & Experience:
•	Applicable Bachelors with 5 years of relevant experience or applicable graduate degree with 2 years of relevant experience.
•	Experience transitioning laboratory-scale processes is preferred but not required.
•	Solid working knowledge of applicable laboratory and hazardous materials procedures is required.
•	Ability to communicate at a high level (spoken and written) in English.
•	Computer literate (Microsoft Office and Visio required; Solidworks is a plus).
•	Ability to function effectively in a dynamic environment with changing priorities.
•	Self-motivated and focused.
•	Requires working with dangerous and/or toxic gases and the ability to physically control RASIRC designed hazardous equipment.
•	Understand heat transfer, mass transfer and process piping ability to work hands on with gases, liquids, and heaters.
•	Ability to work in controlled environments following all applicable safety and cleanliness protocols.
•	Ability to supervise the work of other employees.
•	Ability to travel to national and international sites may be required.
•	Flexible work schedules to accommodate work performed in different geographies required. 
•	Ability to lift approximately 35 lbs. 
•	ECRs from a mechanical perspective; and generate/update all mechanical engineering processes.

This is an outstanding opportunity for a highly motivated individual to grow in a dynamic and fast paced development environment.   Come and join a team that is changing the solar and semiconductor industry. For consideration, please submit resume.  EOE
    ",Commensurate with skill level and experience,full-time
https://denver.craigslist.org/egr/d/parker-estimator-site-work-utilities/6769460032.html,"ESTIMATOR Site Work, Utilities, Excavation, Civil",Parker Co,"
        
ESTIMATOR, Site Work, Utilities.  Have opening for a top notch professional with education and experience in Civil, Site work, Excavating and related utilities (storm, sanitary sewer, fire, water, etc).
Must possess at least 2-5 years of successful experience with estimating and project management in this field.  Our primary work is commercial building related in the $300,000 to $2,500,000 range.

Essential duties, responsibilities and experience include,
* College degree or equivalent
*  Experience utilizing software/programs such as Word, Excel, iSqFt, Blue Book, Timberline, Agtek
*  Performs accurate project estimates with correct quantities for materials, re; pipe, dirt, etc.
*  Obtains bid information and prepares complete detailed bids
*  experience with reviewing bid documents and contracts
*  Attends pre bid meetings as needed
*  Provides support to workers in the field
*  Ability to positively interact professionally with employees, workers, contractors, vendors, etc.
*  Has a full understanding regarding bids, change orders, etc to obtain profitability for the company
*  Follows up with bids and customers as needed.
* A self starter who is success oriented.
*  Excellent verbal and written communication skills.

Our company, Premier Services Inc (Parker, CO) has had 18 plus years of work success in the Denver metro area.  This position is essential to the ongoing success of our company and we are searching for the right professional to be part of a great team.  We offer the highest compensation and benefits package in the Denver Metro area.  Please respond to this posting via Email, including your resume'.  We will get back with you in a timely manner.
    ","$90,000 to $120,000 annual",full-time
https://denver.craigslist.org/egr/d/littleton-project-architect/6768990471.html,Project Architect,"Highlands Ranch, CO","
        
Job Summary:
Hover Architecture, headquartered in beautiful Highlands Ranch, Colorado is a commercial architecture firm with an incredible portfolio, tremendous financials, explosive growth and amazing potential. With a solid project lineup behind us, we are looking for a few more talented folks who want to be a part of building and expanding our exciting future in architecture. If you are weary of big firm politics and spending years earning your stripes, then we might be what you are looking for!

Commercial Project Architect:
We're currently a growing firm of 6 employees. We want your talent and involvement through the lifecycle of a project. You'll be integrated from kickoff, through concept, design, construction, and have the privilege of holding the certificate of occupancy in your hands. You are ideally licensed (or on track to be) and have a couple of years under your belt - now you are ready to stretch your creativity as well as your entrepreneurial spirit. Variety is what you are after - a day spent collaborating with the team, meeting with new clients, and actively designing is just about the right mix.

How you'll spend your day: 
Benefitting from a positive, supportive, learning environment. Working on a variety of projects that might include automotive, retail, medical and mixed-use facilities. Leading site planning and design sessions. Drafting architecture plans and compiling design specifications. Meeting with clients regularly by phone and in person. Facilitating communication between all stakeholders and maintaining consistent status reporting so everyone is informed at all times. Walking your project site as needed to assess and adjust design documents if appropriate. Pitching in wherever you can to help Hover evolve as a skillful, well-respected and growing company.

What you bring to the table: 
You are already licensed or have an undergraduate degree in architecture with documented progress toward licensure. At least 2 years of experience with commercial architecture projects. Ninja level competency with AutoCad and Revit. Demonstrated experience managing your projects to successful delivery. Capable of managing your time and activities for optimum productivity - we hire grown-ups. The talent and adaptability to work well with a wide range of personalities. A desire to build relationships and work directly with our clients - this is key to your success. Not really interested in the status quo - you have a hunger for learning and growing professionally. Passionate about making deadlines - you're not interested in punching a clock - you are passionate about leaving a legacy! You have a good sense of humor, driven to excellence and able to set boundaries with a smile.
What you'll enjoy when you join us: Competitive salary with incredible growth potential. A beautiful suburban office with free parking. Opportunity to help grow with a highly regarded emerging firm in Denver.

Responsibilities and Duties:
Work on a variety of projects that might include automotive, retail, medical and mixed-use facilities. Lead site planning and design sessions. Draft architecture plans and compiling design specifications. Meet with clients regularly by phone and in person. Facilitate communication between all stakeholders and maintain consistent status reporting so everyone is informed at all times. Walk your project site as needed to assess and adjust design documents if appropriate. Pitch in wherever you can to help Hover evolve as a skillful, well-respected and growing company.

Qualifications and Skills:
Licensure or an undergraduate degree in architecture with documented progress toward licensure.
At least 2 years of experience with commercial architecture projects.
Ninja level competency with AutoCad and Revit.
Demonstrated experience managing your projects to successful delivery.
Capable of managing your time and activities for optimum productivity.
The talent and adaptability to work well with a wide range of personalities.
A desire to build relationships and work directly with our clients
Hunger for learning and growing professionally.
Passion for making deadlines.
You have a good sense of humor, driven to excellence and able to set boundaries with a smile.

Benefits:
HRA!
Vacation/Sick Time/Personal time off!
6 paid holidays!
Free parking!
Awesome furniture!
    ",Salary will be commensurate with experience,full-time
https://denver.craigslist.org/egr/d/littleton-surveying-tech-man-gunner/6769119700.html,Surveying Tech / I-Man / Gunner,Littleton,"
        
We have an immediate opening in our south metro office for a Land Surveyor Technician to join our team. Qualified candidates will have an opportunity to work with a team and for a licensed land surveyor. Individual will be joining a team that conducts Improvement Surveys, boundary survey, Location Certs, Topographic Surveys, ALTA Surveys &amp & will be assisting the team in both the field operations, responsible for assuring data collection quality and other duties as assigned. 


General Requirements
• Ability to perform field duties as an instrument person via traditional surveying methods
• Knowledge in the maintenance and operation of survey equipment and proper field procedures to ensure efficient and accurate field data collection to be given to office techs
• Valid driver's license, safe driving record
• Physically able to work outdoors in all terrain and weather conditions
• Minimum 2 yrs experience



-
-
-
-

Land Surveyor, Land Surveying, Party Chief, Crew Chief, Survey Crew Chief, Survey Technician, Field Crew, Survey Crew, Site Surveyor, Instrument Operator, Instrument Man, Instrument Person, I-Man, Rodman, Surveyor Intern, SI, Land Surveyor in Training, SIT, Data Collector, AutoCad, ACad,    ",DOE,contract
https://boulder.craigslist.org/egr/d/longmont-aerospace-systems-engineer/6775766956.html,Aerospace Systems Engineer Wanted,,"
        
Full time Systems Engineer position with a small, unconventional, 23-year-old locally owned manufacturer of aerospace components for precision pointing applications. This engineer is to perform a broad range of activities, including pre-proposal, proposal, supply-chain, product design, analysis, anomaly investigation, documentation and production-support functions within a team-oriented and customer-focused environment.

Responsibilities include:
•	Perform and support design engineering.
•	Perform and support engineering analyses during the proposal, design, production, test and post-delivery phases.
•	Provide sustaining engineering support for the production and post-delivery phases.
•	Support proposal preparation and negotiation.
•	Perform and support anomaly identification, investigation, reporting, resolution and verification during the production and test phases.
•	Support customer discussions and responses to requests for information.
•	Perform and support report generation.
•	Perform and support supply-chain research, negotiations and monitoring to determine feasibility, schedule, risk and cost of proposed approaches.
•	Track program requirements and help assure compliance.

Experience, Characteristics and Skills desired:
•	Proven experience in engineering and technical writing for pre-proposal, proposal, design, analysis, production and test phases
•	Able to quickly grasp complex technical concepts
•	Able to communicate complex concepts verbally and with text and images
•	Strong working knowledge of spreadsheets
•	University degree(s) in mechanical, electrical or aerospace engineering
•	Five or more years of relevant experience
•	Attention to detail
•	Competent, confident, stable and reliable

Smoke-free environment

Must live within a reasonable daily commute or be willing to relocate. No relocation assistance provided.

US Citizens only may apply. Please respond with resume and include your contact information. No phone calls.

Wages commensurate with experience, ability and attitude. We offer a comprehensive benefits package including holidays, vacation, flexible working environment and health insurance benefits.

We are an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, age or any other federally protected class.    ",based on experience,full-time
https://denver.craigslist.org/egr/d/golden-civil-engineer-grading-drainage/6767143643.html,Civil Engineer - Grading / Drainage / Storm Water,Golden,"
        
We are a small civil engineering firm located in Golden, Colorado.  We are looking to expand our team with a Design or Project Engineer with the main focus on site design, grading, erosion control, storm water detention and storm water management.

JOB DESCRIPTION
•	Grading & Drainage Design
•	Erosion Control Design
•	Stormwater Detention Design
•	Stormwater Management Plans
•	Permitting

MINIMUM QUALIFICATIONS
•	Bachelor of Science in Civil Engineering
•	EI actively working towards PE license
•	Entry level to 4 years of related experience
•	Proficiency in AutoCAD Civil 3-D and Microsoft Office
•	Strong Verbal and Written Communication

PREFERRED QUALIFICATIONS
•	Water and Sanitary Sewer Design
•	Construction Administration / Review

Salary will be based on experience and benefits package. Part time contract work will also be considered.

Please provide a resume and letter of interest for this opportunity.

No recruiters please.
    ",Salary will be based on experience and benefits package,full-time
https://denver.craigslist.org/egr/d/denver-interior-design-brand/6770173811.html,Interior Design Brand Coordinator | Punch Bowl Social,"Denver, CO","
        



INTERIOR DESIGN BRAND COORDINATOR
 We are looking for an experienced, creative designer to join the Punch Bowl Social design studio. The Designer will work alongside other designers and will report directly to the studio Design Directors. As an integral part of the design studio and broader construction team, the Designer will design and deliver thoughtful and highly creative design solutions that elevate the brand while accommodating business considerations, functional goals and our typical aggressive timelines.  This position will focus specifically on renovation, upgrades and maintenance to existing properties, also working closely with the operations team.  Travel is required.
 

About Us:
Punch Bowl Social innovates and leads a modern authentic approach to the ""eat-ertainment"" category by effectively combining a diner-inspired scratch-kitchen, craft beverage program, and entertainment in a highly curated design-forward environment. In addition to our passion for providing exceptional food & drink, we are committed to personalized customer service and have developed a team of extraordinary brand ambassadors to lead our tribe of professionals. 


ESSENTIAL DUTIES AND RESPONSIBILITIES
•	Interior design and coordination related to store renovation, maintenance and new concepts that may be identified over time.
•	Provide design solutions that are on-brand and appropriate to the market.
•	Identify, select and specify products and vendors that are suitable for the project.
•	Work closely with the internal project management team to manage lead times, budgets, installation and close-out.
•	Develop specifications and bidding documentation that clearly conveys design intent and documents product and vendor selections.
•	Assist in installation as needed and coordinate with appropriate parties to ensure a successful closeout and that design intent is executed.
•	Clearly and concisely communicate with both internal team members and consultants throughout project duration regarding design concept, design execution and follow through.
•	Provide quick problem solving when issues arise, coordinate with internal team.

QUALIFICATIONS
•	Degree in Interior Design.
•	3+ years of experience in Restaurant, Hospitality, or Retail Interior Design and/or Facilities Management.
•	Strong understanding of FF&E specifications and space planning.
•	Ability to incorporate metrics (area, pricing, schedule, etc) into design process
•	Proficient in the following programs: MS Office, Adobe Creative Suite, SKETCHUP, AutoCAD, and Revit.
•	Experience working with outside MEP and/or other design consultants.
•	Current knowledge of relevant professional building codes, health codes and compliance issues.
•	Experience with environmental graphics and signage a plus.
•	Impeccable and concise communication and presentation skills, verbal and written.
•	Experience with Contract/Construction Administration documentation. 
•	Highly resourceful problem solver and quick learner.
•	Demonstrated ability to consistently meet deadlines.
•	Strong time management skills and experience managing multiple projects simultaneously.
•	Reliable, focused, and detail-oriented with ability to thrive in a fast-moving business environment.
•	Self-directed with a high level of initiative, works well on a team and excellent at follow-through.

If you are interested in becoming part of a nationally expanding concept, with significant growth opportunities, we look forward to reviewing your resume.  Please click the link to apply.  No placement agencies or recruiters will be considered; please do not contact the above mentioned location.





    ",Salary + Benefits,full-time
https://denver.craigslist.org/egr/d/denver-computer-aided-design-cad/6769374114.html,Computer Aided Design (CAD),Lakewood,"
        
We are a Residential Real Estate development business with an available position for a Project Technician.
The Project Technician will work to support design and management staff in the preparation of project construction documents and renderings. Also, the Project Technician will create drawings using Revit and AutoCAD software to serve as a visual guide during the construction process. Using computer design and drafting software, the Project Technician will turn ideas into detailed plans. Visits to job sites to evaluate plan revisions and inspect construction progress may be required. Daily office functions will be performed.    ",$15/hr,full-time
https://denver.craigslist.org/egr/d/denver-civil-engineer-national-park/6769434116.html,Civil Engineer - National Park Service,"Lakewood, Santa Fe, or Phoenix","
        
The Intermountain Region of the National Park Service is recruiting for full-time permanent licensed civil
engineers.

The position provides or manages project scoping, data and asset management, design phases (pre-design, schematic design, design development, construction documents), value analysis, and administration for a broad range of facilities and related maintenance operations, including construction, rehabilitation, and renovation and re-purposing. Ensures projects meet budget and schedule requirements. Project work may include, but is not limited to, the following type of structures or facilities: campsites, visitor centers, lodging, employee housing, potable water system, wastewater systems, communication systems, roads, bridges, trails, parking, bus facilities, transportation systems, and administrative structures. Work includes multiple simultaneous projects, ranging from small, single-discipline to large multi-disciplinary design and construction projects involving both single and multiple-year phasing, potentially funded from multiple funding sources. The employee will encounter work components requiring creative solutions that balance cultural and natural resource compliance issues and/or politically sensitive issues. Provides professional guidance based on understanding of major principles and industry standards. Performs contracting officer's representative duties for AE services and construction contracts. Serve as contracting officer's technical representative on construction projects.

Please visit the announcement on USA Jobs for additional details or to apply: 

The announcement is open to US Citizens through January 4, 2019 or until we have received 75 applications which may be sooner than the closing date.    ","73,375 to 103,739 per year",full-time
https://denver.craigslist.org/egr/d/denver-kitchen-equipment-designer/6770173905.html,Kitchen Equipment Designer,Stapleton Brand Services,"
        



KITCHEN EQUIPMENT DESIGNER
‪Kitchen Equipment Designer responsibilities include working closely with our culinary, design and development teams to manage all phases of our projects from schematic design through construction and project closeout. To succeed in this role, you should have excellent time management, strong organizational, and communication skills, as you'll collaborate with external and internal teams to deliver results on deadlines.  The Kitchen Equipment Designer has the primary responsibility of assisting in the development and monitoring of project scope including planning, coordination directly with our operations team, budgeting and scheduling.  This position will also work with the design team in the development of design documents. ‬ ‬‬‬‬‬‬‬‬‬

About Us:
Punch Bowl Social innovates and leads a modern authentic approach to the ""eat-ertainment"" category by effectively combining a diner-inspired scratch-kitchen, craft beverage program, and entertainment in a highly curated design-forward environment. In addition to our passion for providing exceptional food & drink, we are committed to personalized customer service and have developed a team of extraordinary brand ambassadors to lead our tribe of professionals. 


QUALIFICATIONS
•	A Bachelor's degree in a related field from an accredited university; or equivalent work experience, or combination of work and education may be substituted.
•	Proven work experience as a Kitchen Equipment Designer or similar role, for at least 5 years.
•	Must possess the ability to read construction drawings.
•	Proficient with MS Office suite [Excel, Word and Outlook].
•	Proficient with Revit and AutoCAD software.
•	Solid organizational skills, including multitasking and time-management.
•	Strong teamwork skills.

ESSENTIAL DUTIES AND RESPONSIBILITIES
•	Create equipment layout designs for the commercial kitchens of existing and upcoming Punch Bowl Social locations.
•	Develop, monitor, and adjust project schedules.
•	Review scope of work and agreements with consulter in alignment with project objectives.
•	Meet consistency with Punch Bowl Social operations team and work with equipment supplier.
•	Collaborate with appropriate staff to meet goals and objectives of project.
•	Coordinate drawings to reflect any health department or local jurisdiction requirements.
•	Assist the design department in Construction Drawing documentation.

If you are interested in becoming part of a nationally expanding concept, with significant growth opportunities, we look forward to reviewing your resume.  Please click the link above to apply.  No placement agencies or recruiters will be considered; please do not contact the above mentioned location.









    ",Salary+Benefits,full-time
https://denver.craigslist.org/egr/d/denver-kitchen-equipment-designer/6770173988.html,Kitchen Equipment Designer,Stapleton Brand Services,"
        



KITCHEN EQUIPMENT DESIGNER
‪Kitchen Equipment Designer responsibilities include working closely with our culinary, design and development teams to manage all phases of our projects from schematic design through construction and project closeout. To succeed in this role, you should have excellent time management, strong organizational, and communication skills, as you'll collaborate with external and internal teams to deliver results on deadlines.  The Kitchen Equipment Designer has the primary responsibility of assisting in the development and monitoring of project scope including planning, coordination directly with our operations team, budgeting and scheduling.  This position will also work with the design team in the development of design documents. ‬ ‬‬‬‬‬‬‬‬‬

About Us:
Punch Bowl Social innovates and leads a modern authentic approach to the ""eat-ertainment"" category by effectively combining a diner-inspired scratch-kitchen, craft beverage program, and entertainment in a highly curated design-forward environment. In addition to our passion for providing exceptional food & drink, we are committed to personalized customer service and have developed a team of extraordinary brand ambassadors to lead our tribe of professionals. 


QUALIFICATIONS
•	A Bachelor's degree in a related field from an accredited university; or equivalent work experience, or combination of work and education may be substituted.
•	Proven work experience as a Kitchen Equipment Designer or similar role, for at least 5 years.
•	Must possess the ability to read construction drawings.
•	Proficient with MS Office suite [Excel, Word and Outlook].
•	Proficient with Revit and AutoCAD software.
•	Solid organizational skills, including multitasking and time-management.
•	Strong teamwork skills.

ESSENTIAL DUTIES AND RESPONSIBILITIES
•	Create equipment layout designs for the commercial kitchens of existing and upcoming Punch Bowl Social locations.
•	Develop, monitor, and adjust project schedules.
•	Review scope of work and agreements with consulter in alignment with project objectives.
•	Meet consistency with Punch Bowl Social operations team and work with equipment supplier.
•	Collaborate with appropriate staff to meet goals and objectives of project.
•	Coordinate drawings to reflect any health department or local jurisdiction requirements.
•	Assist the design department in Construction Drawing documentation.

If you are interested in becoming part of a nationally expanding concept, with significant growth opportunities, we look forward to reviewing your resume.  Please click the link above to apply.  No placement agencies or recruiters will be considered; please do not contact the above mentioned location.









    ",Salary+Benefits,full-time
